name,start_time,end_time,label,avg_val,avg_act,avg_dom
Ses04M_impro05_M025,179.4,187.57,fru,2.0,3.5,3.5
Ses04M_impro05_M026,187.59,191.52,ang,3.0,3.5,3.5
Ses04M_impro05_M027,194.67,198.67,fru,2.5,4.0,3.0
Ses04M_impro05_M028,201.7,211.5484,fru,2.5,3.5,3.5
Ses04M_impro05_M029,211.5826,221.19,fru,3.0,3.5,4.0
Ses04M_impro05_M030,223.2483,229.34,fru,3.0,2.5,3.0
Ses04M_impro05_M031,231.28,235.2,fru,2.5,3.0,3.0
Ses04M_impro05_M032,239.81,243.32,fru,3.0,3.0,3.0
Ses04M_impro05_M033,243.32,247.35,fru,3.5,3.0,3.0
Ses04M_impro05_M034,247.7955,250.98,fru,3.5,3.0,3.0
Ses04M_impro05_M035,250.98,255.44,fru,3.0,3.0,3.0
Ses04M_impro05_M036,255.46,265.65,fru,2.0,4.0,3.5
Ses04M_impro05_M037,265.6897,271.67,fru,3.5,3.0,3.5
Ses04M_impro05_M038,271.71,273.43,ang,2.5,3.5,3.5
Ses04M_impro05_M039,278.42,282.15,ang,2.0,3.5,3.5
Ses04M_impro05_M040,282.15,290.9841,fru,3.0,3.0,3.0
Ses04M_impro05_M041,294.49,298.92,fru,3.0,3.0,3.0
Ses04M_impro05_M042,298.95,303.53,fru,2.5,3.5,3.5
Ses04M_impro05_M043,306.61,309.22,fru,2.5,3.0,2.5
Ses04M_impro05_M044,309.78,313.22,ang,3.0,2.5,2.5
Ses04M_impro05_M045,313.51,318.9022,ang,3.0,3.0,3.5
Ses04M_impro06_F000,9.0835,12.26,sad,3.0,2.0,1.5
Ses04M_impro06_F001,14.66,17.13,sad,2.5,2.0,1.5
Ses04M_impro06_F002,17.23,22.51,sad,2.0,2.0,2.0
Ses04M_impro06_F003,44.56,49.5,sad,2.5,2.0,2.5
Ses04M_impro06_F004,51.48,56.8564,sad,3.0,3.0,3.0
Ses04M_impro06_F005,57.33,60.57,sad,3.0,2.5,2.0
Ses04M_impro06_F006,72.03,76.62,sad,2.0,2.5,2.5
Ses04M_impro06_F007,80.9,86.48,sad,2.0,2.0,2.0
Ses04M_impro06_F008,111.02,118.87,sad,2.0,3.0,3.0
Ses04M_impro06_F009,132.72,144.7998,sad,2.0,3.0,2.5
Ses04M_impro06_F010,147.18,150.34,sad,2.5,2.5,3.0
Ses04M_impro06_F011,160.97,166.16,sad,3.0,2.5,3.0
Ses04M_impro06_F012,175.68,190.69,sad,2.5,3.5,3.5
Ses04M_impro06_F013,198.84,201.81,xxx,3.0,2.0,2.0
Ses04M_impro06_F014,220.51,225.94,sad,3.0,2.5,2.5
Ses04M_impro06_F015,241.02,246.67,sad,3.0,2.5,2.5
Ses04M_impro06_F016,265.54,270.3748,sad,3.0,2.5,2.5
Ses04M_impro06_F017,289.17,291.1846,sad,2.5,2.0,1.5
Ses04M_impro06_F018,304.47,311.0742,sad,2.5,2.5,2.5
Ses04M_impro06_F019,311.12,319.52,sad,3.5,2.5,3.0
Ses04M_impro06_M000,17.02,19.1226,sad,2.5,2.0,2.0
Ses04M_impro06_M001,22.12,33.71,sad,2.0,2.5,3.0
Ses04M_impro06_M002,34.11,44.56,sad,2.0,2.5,2.5
Ses04M_impro06_M003,49.0336,50.63,sad,2.5,1.5,1.5
Ses04M_impro06_M004,56.52,57.87,sad,2.5,1.5,1.5
Ses04M_impro06_M005,63.94,69.04,sad,2.0,2.0,2.5
Ses04M_impro06_M006,91.11,97.43,sad,2.0,2.5,2.0
Ses04M_impro06_M007,100.67,105.46,sad,2.5,2.0,2.5
Ses04M_impro06_M008,118.6,130.71,sad,2.0,1.5,2.5
Ses04M_impro06_M009,145.39,148.16,sad,3.0,2.0,2.0
Ses04M_impro06_M010,150.58,163.45,sad,2.0,2.0,2.5
Ses04M_impro06_M011,191.48,198.52,sad,1.5,2.0,2.0
Ses04M_impro06_M012,202.14,210.21,sad,2.0,2.0,2.5
Ses04M_impro06_M013,211.46,220.33,sad,2.0,2.0,3.0
Ses04M_impro06_M014,235.92,239.49,sad,2.0,2.0,2.0
Ses04M_impro06_M015,246.13,252.78,sad,2.0,2.0,2.0
Ses04M_impro06_M016,255.55,263.25,sad,2.0,2.0,2.5
Ses04M_impro06_M017,270.36,273.18,sad,2.5,2.0,1.5
Ses04M_impro06_M018,281.0,288.37,sad,2.0,2.5,3.0
Ses04M_impro06_M019,290.54,300.1,sad,2.5,3.0,3.0
Ses04M_impro06_M020,320.61,323.13,sad,2.0,2.5,1.0
Ses04M_impro07_F000,19.87,21.37,sur,5.0,4.5,4.5
Ses04M_impro07_F001,21.39,22.52,sur,5.0,4.5,4.5
Ses04M_impro07_F002,23.05,24.93,exc,5.0,4.5,4.0
Ses04M_impro07_F003,24.93,27.31,exc,5.0,4.5,4.5
Ses04M_impro07_F004,43.84,53.07,exc,4.5,3.5,4.5
Ses04M_impro07_F005,58.77,60.72,xxx,4.0,3.5,3.5
Ses04M_impro07_F006,66.84,68.01,exc,4.0,3.0,3.5
Ses04M_impro07_F007,68.19,69.29,exc,4.0,3.0,3.5
Ses04M_impro07_F008,69.44,72.57,exc,4.0,3.0,3.5
Ses04M_impro07_F009,78.32,81.5371,exc,4.0,4.0,4.0
Ses04M_impro07_F010,81.54,83.31,exc,3.5,3.0,3.5
Ses04M_impro07_F011,92.66,95.3147,hap,4.5,4.0,4.5
Ses04M_impro07_F012,98.86,101.29,exc,4.5,3.5,4.0
Ses04M_impro07_F013,108.84,111.38,exc,4.5,4.5,4.0
Ses04M_impro07_F014,112.09,116.92,exc,4.5,4.0,4.5
Ses04M_impro07_F015,120.56,123.941,exc,4.0,4.0,4.0
Ses04M_impro07_F016,126.12,129.19,exc,4.5,4.0,4.0
Ses04M_impro07_F017,130.25,132.55,exc,4.5,4.0,4.0
Ses04M_impro07_F018,144.62,146.05,exc,4.5,4.0,4.0
Ses04M_impro07_F019,148.33,152.57,xxx,4.0,3.0,3.0
Ses04M_impro07_F020,155.45,159.71,xxx,4.0,4.0,3.5
Ses04M_impro07_F021,162.78,167.7,xxx,4.0,3.5,3.5
Ses04M_impro07_F022,171.1,173.99,exc,4.5,4.5,4.5
Ses04M_impro07_F023,178.48,181.55,neu,4.0,3.5,3.5
Ses04M_impro07_F024,186.29,191.58,xxx,4.0,3.5,4.0
Ses04M_impro07_F025,191.84,198.63,xxx,4.0,4.0,4.0
Ses04M_impro07_F026,199.1,201.62,neu,3.5,2.5,3.0
Ses04M_impro07_F027,202.73,206.6762,exc,4.5,4.0,4.5
Ses04M_impro07_F028,208.2,210.89,xxx,3.5,3.0,3.5
Ses04M_impro07_F029,216.32,219.32,xxx,3.5,2.5,3.0
Ses04M_impro07_F030,222.09,224.33,xxx,4.0,3.5,3.5
Ses04M_impro07_F031,224.39,231.02,xxx,4.0,4.0,4.0
Ses04M_impro07_F032,231.04,234.29,xxx,4.0,3.5,4.0
Ses04M_impro07_F033,234.56,240.09,xxx,3.5,3.0,4.0
Ses04M_impro07_F034,240.83,241.94,xxx,4.0,3.0,3.5
Ses04M_impro07_F035,243.81,246.23,xxx,4.0,4.0,4.0
Ses04M_impro07_F036,251.0,252.81,neu,2.5,3.0,3.0
Ses04M_impro07_F037,259.66,261.08,neu,3.5,4.0,3.5
Ses04M_impro07_F038,261.58,267.49,xxx,3.5,3.0,4.0
Ses04M_impro07_F039,268.6353,272.07,xxx,4.0,2.5,3.5
Ses04M_impro07_M000,7.29,18.97,exc,4.0,3.5,4.0
Ses04M_impro07_M001,18.99,21.72,exc,4.0,3.5,3.5
Ses04M_impro07_M002,21.77,23.5899,exc,4.5,3.5,3.5
Ses04M_impro07_M003,25.33,30.1,exc,4.0,3.5,4.0
Ses04M_impro07_M004,30.1,32.57,exc,4.0,3.0,3.5
Ses04M_impro07_M005,32.6046,45.14,xxx,4.5,4.0,4.0
Ses04M_impro07_M006,52.62,59.1918,xxx,3.5,3.0,3.0
Ses04M_impro07_M007,60.33,67.38,hap,3.5,4.0,4.0
Ses04M_impro07_M008,67.53,68.72,hap,4.0,2.5,3.0
Ses04M_impro07_M009,68.9,70.33,hap,3.5,2.5,2.5
Ses04M_impro07_M010,71.77,78.31,hap,3.5,3.0,4.0
Ses04M_impro07_M011,78.31,81.5131,hap,3.5,3.5,3.5
Ses04M_impro07_M012,81.52,87.5,hap,3.5,3.0,3.5
Ses04M_impro07_M013,87.5,93.28,hap,4.5,4.0,4.5
Ses04M_impro07_M014,93.31,102.26,exc,4.5,4.5,4.5
Ses04M_impro07_M015,102.27,110.74,exc,5.0,5.0,4.0
Ses04M_impro07_M016,110.86,112.64,xxx,3.5,3.0,3.0
Ses04M_impro07_M017,116.59,121.07,xxx,4.0,4.0,4.0
Ses04M_impro07_M018,122.12,126.63,xxx,3.5,3.0,3.0
Ses04M_impro07_M019,128.7458,134.28,xxx,4.0,4.0,4.5
Ses04M_impro07_M020,134.28,139.97,exc,3.5,3.5,4.0
Ses04M_impro07_M021,139.9763,145.08,exc,4.0,3.0,4.0
Ses04M_impro07_M022,145.11,148.83,xxx,4.0,4.0,4.0
Ses04M_impro07_M023,152.09,157.45,xxx,3.5,3.0,3.5
Ses04M_impro07_M024,158.19,164.77,xxx,4.0,3.5,4.0
Ses04M_impro07_M025,167.4159,171.6,neu,3.0,2.5,3.5
Ses04M_impro07_M026,173.15,179.01,neu,3.0,3.0,3.5
Ses04M_impro07_M027,180.72,188.45,xxx,4.0,3.5,4.0
Ses04M_impro07_M028,190.58,192.58,xxx,2.5,3.0,3.5
Ses04M_impro07_M029,197.68,199.64,neu,3.0,2.5,3.5
Ses04M_impro07_M030,200.81,203.14,neu,4.0,2.5,3.0
Ses04M_impro07_M031,203.16,206.28,xxx,4.0,3.5,4.0
Ses04M_impro07_M032,206.3175,209.69,neu,3.0,3.0,3.5
Ses04M_impro07_M033,210.47,217.76,xxx,3.5,3.0,4.0
Ses04M_impro07_M034,218.63,223.06,xxx,3.5,3.0,4.0
Ses04M_impro07_M035,223.64,225.59,neu,2.5,3.0,3.0
Ses04M_impro07_M036,226.44,231.46,neu,2.0,3.0,3.0
Ses04M_impro07_M037,233.98,235.82,neu,3.0,3.5,3.0
Ses04M_impro07_M038,239.53,241.2,xxx,3.5,3.0,3.0
Ses04M_impro07_M039,241.23,244.73,xxx,3.5,3.0,3.0
Ses04M_impro07_M040,245.71,252.16,neu,3.0,3.0,4.0
Ses04M_impro07_M041,252.3,258.53,neu,3.0,3.5,4.0
Ses04M_impro07_M042,258.56,262.75,neu,3.5,3.5,3.5
Ses04M_impro07_M043,266.23,270.09,neu,2.5,2.5,3.5
Ses04M_impro08_F000,12.11,25.27,fru,3.5,3.5,4.0
Ses04M_impro08_F001,27.42,32.17,fru,3.0,3.5,3.0
Ses04M_impro08_F002,34.0959,39.73,fru,2.5,3.5,3.5
Ses04M_impro08_F003,41.61,45.53,fru,2.5,3.5,3.5
Ses04M_impro08_F004,45.67,47.5,xxx,2.5,3.0,3.0
Ses04M_impro08_F005,49.11,51.1228,xxx,3.0,3.0,3.0
Ses04M_impro08_F006,54.55,63.89,fru,2.0,4.0,4.0
Ses04M_impro08_F007,63.93,70.36,fru,2.0,4.5,3.5
Ses04M_impro08_F008,70.53,75.63,fru,2.0,3.5,4.0
Ses04M_impro08_F009,76.47,81.49,fru,2.0,3.5,4.0
Ses04M_impro08_F010,85.65,88.53,fru,2.5,3.5,4.0
Ses04M_impro08_F011,93.22,95.83,fru,2.0,3.5,4.0
Ses04M_impro08_F012,95.83,100.7668,fru,1.5,3.5,4.5
Ses04M_impro08_F013,111.18,118.4,fru,2.0,3.5,3.0
Ses04M_impro08_F014,118.41,125.23,fru,2.0,4.0,4.0
Ses04M_impro08_F015,125.23,135.29,xxx,1.0,5.0,4.5
Ses04M_impro08_F016,147.67,149.79,fru,3.5,3.5,3.5
Ses04M_impro08_F017,150.59,152.86,fru,2.5,3.0,2.5
Ses04M_impro08_F018,157.4243,163.4661,fru,1.5,4.0,3.5
Ses04M_impro08_F019,169.6,170.97,sur,3.5,3.0,2.5
Ses04M_impro08_F020,172.48,174.86,neu,3.0,2.0,2.5
Ses04M_impro08_F021,183.13,185.35,sur,4.0,3.0,2.5
Ses04M_impro08_F022,185.6,187.77,hap,4.0,3.0,4.0
Ses04M_impro08_F023,187.78,192.74,hap,3.5,3.0,4.0
Ses04M_impro08_F024,193.17,195.66,hap,4.0,4.0,3.5
Ses04M_impro08_F025,197.46,200.57,sur,4.5,4.0,3.0
Ses04M_impro08_F026,209.42,215.64,xxx,4.0,3.0,3.0
Ses04M_impro08_F027,217.2506,218.87,neu,3.5,3.5,2.0
Ses04M_impro08_F028,219.0,223.21,neu,3.5,2.0,2.5
Ses04M_impro08_F029,223.22,227.52,xxx,3.5,4.0,2.5
Ses04M_impro08_F030,228.24,229.1073,neu,3.0,2.5,2.5
Ses04M_impro08_M000,6.02,12.65,fru,2.5,3.0,3.5
Ses04M_impro08_M001,25.35,28.22,neu,2.5,3.0,2.5
Ses04M_impro08_M002,31.6032,34.8142,fru,2.5,2.5,3.0
Ses04M_impro08_M003,38.08,43.64,fru,2.0,3.0,3.5
Ses04M_impro08_M004,44.94,46.1,neu,3.0,2.5,3.0
Ses04M_impro08_M005,46.13,50.03,neu,3.0,3.0,3.5
Ses04M_impro08_M006,50.5313,55.79,neu,2.5,3.0,3.0
Ses04M_impro08_M007,68.99,73.43,fru,3.0,2.5,3.0
Ses04M_impro08_M008,74.73,78.06,neu,3.0,3.0,3.5
Ses04M_impro08_M009,80.93,86.9,fru,3.0,2.5,3.5
Ses04M_impro08_M010,88.03,93.41,neu,2.5,3.0,3.5
Ses04M_impro08_M011,97.69,99.38,neu,3.5,2.5,2.5
Ses04M_impro08_M012,100.42,109.07,neu,3.0,3.0,3.0
Ses04M_impro08_M013,109.0954,114.44,neu,3.0,2.5,3.0
Ses04M_impro08_M014,125.73,128.0,fru,3.0,2.5,2.5
Ses04M_impro08_M015,130.8,147.77,fru,2.5,3.0,3.5
Ses04M_impro08_M016,147.79,151.03,fru,3.0,3.0,3.0
Ses04M_impro08_M017,152.97,157.9313,neu,3.0,3.0,3.0
Ses04M_impro08_M018,162.8746,169.73,fru,2.0,3.5,3.0
Ses04M_impro08_M019,170.54,177.46,neu,3.0,3.5,3.5
Ses04M_impro08_M020,177.46,183.79,neu,3.0,3.5,3.0
Ses04M_impro08_M021,184.84,186.29,neu,3.0,2.5,2.5
Ses04M_impro08_M022,187.48,188.71,neu,3.5,2.5,3.0
Ses04M_impro08_M023,191.57,194.53,neu,3.0,3.5,3.0
Ses04M_impro08_M024,194.72,198.3,neu,3.5,3.0,2.5
Ses04M_impro08_M025,199.83,209.82,neu,3.5,4.0,3.0
Ses04M_impro08_M026,210.18,214.32,neu,3.0,4.0,2.5
Ses04M_impro08_M027,214.3353,223.28,neu,3.5,3.0,3.0
Ses04M_impro08_M028,227.22,228.54,neu,3.5,2.5,3.0
Ses04M_script01_1_F000,8.36,13.42,neu,2.5,3.5,2.0
Ses04M_script01_1_F001,14.14,17.95,xxx,2.5,3.5,2.5
Ses04M_script01_1_F002,19.13,20.9592,sur,2.5,3.0,1.5
Ses04M_script01_1_F003,28.13,31.3423,xxx,2.5,2.5,2.0
Ses04M_script01_1_F004,38.9463,41.2236,xxx,2.5,3.0,2.0
Ses04M_script01_1_F005,44.83,48.2872,xxx,2.0,3.0,1.5
Ses04M_script01_1_F006,51.35,58.9,xxx,2.0,3.0,2.5
Ses04M_script01_1_F007,60.71,65.52,sad,2.0,3.0,2.5
Ses04M_script01_1_F008,71.46,73.2221,sur,2.5,3.0,1.5
Ses04M_script01_1_F009,77.33,79.98,fru,2.0,2.5,2.5
Ses04M_script01_1_F010,85.17,87.4,fru,2.0,2.5,3.0
Ses04M_script01_1_F011,104.05,106.21,ang,2.5,3.5,3.0
Ses04M_script01_1_F012,106.72,109.49,ang,2.5,3.5,2.0
Ses04M_script01_1_F013,112.12,120.39,ang,2.0,3.5,3.5
Ses04M_script01_1_F014,121.84,129.18,xxx,2.5,3.5,2.5
Ses04M_script01_1_F015,132.72,134.7331,neu,2.5,2.0,1.5
Ses04M_script01_1_F016,135.78,140.33,xxx,2.5,3.0,2.5
Ses04M_script01_1_F017,141.75,144.61,neu,2.5,2.5,2.5
Ses04M_script01_1_F018,146.7,149.74,ang,2.0,3.0,3.0
Ses04M_script01_1_F019,151.3089,154.94,neu,3.0,2.5,2.5
Ses04M_script01_1_F020,157.1,159.331,fru,2.5,3.0,3.0
Ses04M_script01_1_F021,167.48,171.6,ang,2.0,3.5,3.5
Ses04M_script01_1_F022,172.12,176.8251,ang,2.0,4.0,3.5
Ses04M_script01_1_F023,176.9217,183.3008,fru,2.0,3.5,3.0
Ses04M_script01_1_F024,183.37,185.8621,fru,2.5,2.0,2.5
Ses04M_script01_1_F025,195.24,198.6,xxx,3.0,2.5,2.5
Ses04M_script01_1_F026,198.9,201.568,xxx,2.5,3.0,2.0
Ses04M_script01_1_F027,203.09,208.092,neu,2.5,3.0,2.5
Ses04M_script01_1_F028,218.91,222.07,neu,2.5,3.0,2.5
Ses04M_script01_1_F029,223.15,225.74,ang,2.0,3.5,3.5
Ses04M_script01_1_F030,226.52,240.38,xxx,2.5,3.5,3.5
Ses04M_script01_1_F031,243.36,244.98,fru,2.5,1.0,2.0
Ses04M_script01_1_F032,249.47,252.15,neu,3.0,2.0,2.5
Ses04M_script01_1_F033,252.94,255.1616,neu,2.5,3.0,2.5
Ses04M_script01_1_F034,272.66,274.7,ang,2.0,2.5,3.0
Ses04M_script01_1_F035,281.73,283.819,ang,2.0,4.5,3.5
Ses04M_script01_1_F036,286.6,289.59,ang,2.0,4.5,3.5
Ses04M_script01_1_F037,291.24,293.33,ang,2.0,4.5,3.5
Ses04M_script01_1_F038,309.5768,314.9893,xxx,2.0,3.0,2.5
Ses04M_script01_1_F039,316.6807,319.8702,ang,2.5,3.0,3.0
Ses04M_script01_1_F040,321.78,331.07,ang,2.0,3.5,3.5
Ses04M_script01_1_F041,333.17,335.75,ang,2.0,3.5,3.5
Ses04M_script01_1_F042,337.13,339.71,xxx,1.5,2.5,2.5
Ses04M_script01_1_F043,342.3902,344.8065,xxx,2.5,2.0,3.0
Ses04M_script01_1_M000,12.62,14.95,neu,2.5,2.0,3.0
Ses04M_script01_1_M001,17.45,19.4152,neu,2.5,2.0,2.5
Ses04M_script01_1_M002,20.44,28.75,xxx,2.5,2.0,2.5
Ses04M_script01_1_M003,30.9949,39.6025,xxx,2.5,2.0,2.0
Ses04M_script01_1_M004,40.82,45.45,xxx,2.5,2.5,2.0
Ses04M_script01_1_M005,47.9,51.61,xxx,2.0,2.0,2.5
Ses04M_script01_1_M006,58.5545,61.1021,xxx,2.5,2.0,2.5
Ses04M_script01_1_M007,64.7,72.0641,fru,2.0,3.0,3.5
Ses04M_script01_1_M008,72.56,78.04,xxx,2.5,3.0,3.5
Ses04M_script01_1_M009,79.4,85.52,xxx,2.0,4.0,3.5
Ses04M_script01_1_M010,86.69,92.1,fru,2.0,3.5,3.0
Ses04M_script01_1_M011,92.84,98.15,xxx,2.5,2.0,3.0
Ses04M_script01_1_M012,98.47,105.14,xxx,2.0,2.0,2.5
Ses04M_script01_1_M013,105.19,106.9187,ang,2.5,3.0,3.5
Ses04M_script01_1_M014,108.73,113.03,ang,2.5,3.5,3.5
Ses04M_script01_1_M015,119.87,122.34,xxx,2.0,3.0,3.5
Ses04M_script01_1_M016,127.66,133.51,fru,2.5,3.0,3.0
Ses04M_script01_1_M017,134.16,136.28,fru,2.5,2.5,3.5
Ses04M_script01_1_M018,139.68,142.18,neu,2.5,2.5,2.5
Ses04M_script01_1_M019,144.08,147.03,fru,1.5,3.0,3.5
Ses04M_script01_1_M020,149.27,151.68,xxx,2.0,3.0,3.0
Ses04M_script01_1_M021,153.76,157.4947,ang,2.0,3.5,3.5
Ses04M_script01_1_M022,158.98,168.5,ang,1.5,3.5,3.5
Ses04M_script01_1_M023,170.25,172.6,fru,2.0,3.0,4.0
Ses04M_script01_1_M024,185.4754,195.67,fru,2.0,2.0,3.0
Ses04M_script01_1_M025,197.34,199.2484,fru,1.5,3.5,3.5
Ses04M_script01_1_M026,201.1331,203.9,neu,2.0,2.5,3.0
Ses04M_script01_1_M027,207.3672,219.45,xxx,2.0,3.5,3.5
Ses04M_script01_1_M028,221.31,224.0,xxx,1.5,3.5,3.5
Ses04M_script01_1_M029,225.28,227.16,fru,1.5,4.5,3.5
Ses04M_script01_1_M030,241.57,243.87,fru,2.5,2.0,2.5
Ses04M_script01_1_M031,246.65,249.7974,neu,2.5,2.5,2.5
Ses04M_script01_1_M032,251.69,253.48,neu,3.0,2.0,2.0
Ses04M_script01_1_M033,255.1616,260.95,fru,2.0,3.5,3.5
Ses04M_script01_1_M034,261.1541,273.2,sad,2.0,2.0,2.5
Ses04M_script01_1_M035,274.32,282.07,xxx,2.0,3.0,2.5
Ses04M_script01_1_M036,283.3357,287.48,fru,2.0,2.5,3.5
Ses04M_script01_1_M037,288.14,291.95,ang,2.0,4.5,3.5
Ses04M_script01_1_M038,292.27,299.9599,ang,2.0,4.0,3.5
Ses04M_script01_1_M039,300.0566,309.8184,xxx,1.5,3.0,3.5
Ses04M_script01_1_M040,314.48,317.34,neu,2.5,2.5,2.5
Ses04M_script01_1_M041,319.3,322.1899,neu,2.5,2.5,3.0
Ses04M_script01_1_M042,330.05,333.73,fru,2.0,2.5,3.0
Ses04M_script01_1_M043,335.21,337.6059,xxx,2.5,3.0,3.5
Ses04M_script01_1_M044,339.08,342.86,fru,2.5,3.0,3.0
Ses04M_script01_2_F000,5.65,9.0,ang,2.3333,2.3333,3.3333
Ses04M_script01_2_F001,10.86,12.79,neu,3.0,2.0,2.0
Ses04M_script01_2_F002,13.8201,17.62,ang,2.6667,3.0,3.6667
Ses04M_script01_2_F003,19.04,22.91,ang,2.3333,3.0,3.6667
Ses04M_script01_2_F004,33.82,36.66,ang,2.6667,2.6667,3.0
Ses04M_script01_2_F005,37.72,40.1382,ang,2.0,2.6667,3.3333
Ses04M_script01_2_F006,42.4333,45.35,ang,2.3333,3.0,3.3333
Ses04M_script01_2_F007,47.73,51.02,neu,3.0,1.6667,2.0
Ses04M_script01_2_F008,51.9627,55.67,ang,2.3333,3.0,3.6667
Ses04M_script01_2_F009,57.29,64.98,ang,2.0,3.0,3.6667
Ses04M_script01_2_F010,65.83,73.8404,ang,2.6667,3.3333,3.6667
Ses04M_script01_2_F011,75.4,81.86,ang,2.0,3.6667,3.6667
Ses04M_script01_2_F012,83.63,92.55,ang,2.0,3.6667,4.3333
Ses04M_script01_2_F013,93.5228,96.8656,ang,1.6667,4.0,4.0
Ses04M_script01_2_F014,96.8905,102.3537,ang,2.0,3.6667,3.3333
Ses04M_script01_2_F015,102.3815,110.5,ang,1.6667,4.3333,4.0
Ses04M_script01_2_F016,111.04,114.69,ang,2.0,2.6667,2.6667
Ses04M_script01_2_F017,114.95,118.94,xxx,3.0,3.3333,2.6667
Ses04M_script01_2_F018,120.36,123.28,ang,2.6667,3.3333,4.0
Ses04M_script01_2_F019,123.81,125.92,xxx,2.6667,2.3333,2.3333
Ses04M_script01_2_F020,129.99,131.89,sad,2.0,3.0,2.0
Ses04M_script01_2_M000,8.6133,11.46,neu,2.6667,2.3333,2.0
Ses04M_script01_2_M001,12.09,14.5186,xxx,3.0,2.6667,2.3333
Ses04M_script01_2_M002,16.23,19.54,xxx,3.0,2.6667,2.3333
Ses04M_script01_2_M003,22.02,29.7357,fru,2.3333,2.6667,3.3333
Ses04M_script01_2_M004,29.8106,34.69,xxx,2.0,3.3333,3.3333
Ses04M_script01_2_M005,35.96,38.4,neu,3.0,2.6667,2.3333
Ses04M_script01_2_M006,40.0135,42.8574,neu,3.0,2.3333,3.0
Ses04M_script01_2_M007,46.9,48.05,neu,3.0,2.0,2.3333
Ses04M_script01_2_M008,50.51,52.262,xxx,2.6667,2.6667,3.3333
Ses04M_script01_2_M009,55.22,57.74,xxx,2.3333,2.6667,3.0
Ses04M_script01_2_M010,64.44,66.29,xxx,2.3333,2.6667,3.0
Ses04M_script01_2_M011,73.36,76.36,fru,2.3333,2.3333,2.6667
Ses04M_script01_2_M012,81.52,84.17,fru,2.0,3.6667,3.6667
Ses04M_script01_2_M013,92.07,94.11,fru,2.0,3.3333,3.0
Ses04M_script01_2_M014,110.03,111.6,fru,2.6667,2.3333,3.0
Ses04M_script01_2_M015,113.63,115.5,fru,3.3333,3.0,3.6667
Ses04M_script01_2_M016,118.44,120.89,fru,3.0,3.3333,3.6667
Ses04M_script01_2_M017,122.55,124.47,fru,2.0,3.0,3.0
Ses04M_script01_2_M018,124.61,130.32,xxx,2.0,3.3333,3.0
Ses04M_script01_2_M019,132.41,138.2511,ang,2.0,3.3333,3.3333
Ses04M_script01_3_F000,5.86,9.9,xxx,4.0,3.5,3.5
Ses04M_script01_3_F001,11.65,19.39,xxx,4.0,3.0,4.0
Ses04M_script01_3_F002,22.28,27.3097,xxx,2.5,3.0,3.0
Ses04M_script01_3_F003,28.06,31.41,xxx,3.0,3.0,3.5
Ses04M_script01_3_F004,31.59,35.7127,xxx,2.0,3.0,3.0
Ses04M_script01_3_F005,35.94,39.2,xxx,2.0,3.5,4.0
Ses04M_script01_3_F006,47.35,50.55,xxx,2.0,3.0,3.0
Ses04M_script01_3_F007,51.15,54.55,xxx,2.5,3.0,4.0
Ses04M_script01_3_F008,62.57,64.9,xxx,4.0,2.5,3.5
Ses04M_script01_3_F009,100.83,104.08,xxx,4.0,3.5,4.0
Ses04M_script01_3_F010,106.0128,108.94,xxx,2.5,2.5,4.0
Ses04M_script01_3_F011,109.49,111.76,xxx,3.5,2.5,3.5
Ses04M_script01_3_F012,112.83,114.45,hap,4.0,4.0,4.0
Ses04M_script01_3_F013,115.36,123.41,hap,2.0,3.5,4.5
Ses04M_script01_3_F014,133.31,141.3504,hap,3.0,4.0,4.5
Ses04M_script01_3_F015,144.36,147.48,xxx,4.0,2.5,3.0
Ses04M_script01_3_F016,148.31,155.57,xxx,3.0,3.5,4.0
Ses04M_script01_3_F017,161.68,164.38,xxx,2.5,3.0,3.5
Ses04M_script01_3_F018,165.9592,170.24,xxx,2.0,3.5,4.0
Ses04M_script01_3_F019,174.5873,177.26,xxx,2.0,3.0,3.5
Ses04M_script01_3_F020,181.07,184.1,xxx,2.0,3.0,4.5
Ses04M_script01_3_F021,193.3439,195.3697,xxx,2.5,2.5,3.0
Ses04M_script01_3_F022,198.5208,201.2968,sad,2.0,3.0,3.0
Ses04M_script01_3_F023,203.1725,205.41,sad,2.0,3.0,3.5
Ses04M_script01_3_F024,321.85,324.46,xxx,2.5,3.0,3.5
Ses04M_script01_3_F025,325.9162,333.1938,xxx,3.0,3.5,4.0
Ses04M_script01_3_F026,333.33,341.62,xxx,2.5,4.0,4.5
Ses04M_script01_3_F027,344.24,346.8002,hap,4.0,3.5,3.5
Ses04M_script01_3_M000,9.38,12.21,xxx,3.5,2.5,3.5
Ses04M_script01_3_M001,19.4319,22.73,xxx,2.5,2.5,2.5
Ses04M_script01_3_M002,26.96,28.58,xxx,2.5,2.5,3.0
Ses04M_script01_3_M003,35.15,36.35,xxx,2.0,3.0,3.5
Ses04M_script01_3_M004,39.49,47.69,xxx,2.0,3.0,3.5
Ses04M_script01_3_M005,50.06,51.69,xxx,2.0,3.0,2.0
Ses04M_script01_3_M006,54.62,58.73,xxx,2.0,2.5,2.5
Ses04M_script01_3_M007,59.83,63.2,xxx,2.5,2.5,4.0
Ses04M_script01_3_M008,64.54,72.83,xxx,3.5,2.5,4.5
Ses04M_script01_3_M009,73.2,82.0042,xxx,2.5,2.5,4.0
Ses04M_script01_3_M010,82.0793,90.7073,xxx,2.0,2.5,4.0
